code,name,city,level,hospitalAccredResult,teachingAccredResult,hospitalAccredYear,teachingAccredYear,hospitalAccredPeriod,teachingAccredPeriod,phone,address
1531021183,全民醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-22821575,新北市三重區三和路四段103之2號、103之2號2樓、103之2號3樓
1531050077,同仁醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,02-29170201,新北市新店區民權路89號
0431270012,國立臺灣大學醫學院附設醫院金山分院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-24989898,新北市金山區五湖里玉爐路7號
1231030015,天主教耕莘醫療財團法人永和耕莘醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,醫師及醫事人員類教學醫院評鑑合格,114,113,115/1/1-120/12/31,114/1/1-119/12/31,02-29286060,新北市永和區中興街80號地下1樓至地上6樓及國光路123號地下3樓至地上11樓
1231050017,天主教耕莘醫療財團法人耕莘醫院安康院區,新北市,地區醫院,醫院評鑑合格（地區醫院）,醫事人員類（非醫師）教學醫院評鑑合格,114,113,115/1/1-120/12/31,114/1/1-119/12/31,02-22123066,新北市新店區車子路15號
1531021192,宏仁醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-29788877,新北市三重區水漾路1段158號
1531130052,廣川醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-22617000,新北市土城區裕民路274、276、278號
1531041390,怡和醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,02-22450009,新北市中和區連城路49號1-4樓
1531131157,恩樺醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-22639955,新北市土城區中央路一段7-18號地下1樓、1樓、2樓、4-10樓
0931060016,新仁醫療社團法人新仁醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-22017212,新北市新莊區中正路395號、福海街24巷1號
1531051172,新北仁康醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,02-22152345,新北市新店區安康路2段323號地上1至2樓(B棟)
1531061249,新泰綜合醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,02-29962121,新北市新莊區新樹路176號
1531010082,板新醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-29609955,新北市板橋區中正路189號
1531010279,板橋中興醫院及其海山院區,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-29590707,新北市板橋區忠孝路15號
1531011310,板橋國泰醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-29583333,新北市板橋區忠孝路5、7、9、11號1-3樓
1531031278,永和復康醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-29240925,新北市永和區中和路575、577、579號1-4樓
0931090014,永聖醫療社團法人文化醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,02-26732885,新北市三峽區介壽路一段199號
1531091149,清福醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-26739288,新北市三峽區介壽路一段286號2樓
1531120038,瑞芳礦工醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-24974101,新北市瑞芳區一坑路71之2號
1531061230,益民醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-89911050,新北市新莊區中港路127號1-4樓
1531061258,祥顥醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-22798795,新北市新莊區思源路2號1、4、5、6樓
1531041363,蕙生醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,02-22236339,新北市中和區中山路二段551號地下1樓至地上1至6樓
1531010108,蕭中正醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-29685661,新北市板橋區南雅南路一段15號之1、17號、19號(1-4樓)
0131060010,衛生福利部樂生療養院,新北市,地區醫院,醫院評鑑合格（地區醫院）,醫師及醫事人員類教學醫院評鑑合格,113,113,114/1/1-119/12/31,114/1/1-119/12/31,02-82006600,新北市新莊區中正路794號；桃園市龜山區萬壽路一段50巷2號
1531051163,豐榮醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,02-22122111,新北市新店區安德街26巷3號(B棟)
0412040012,國立臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,新竹市,醫學中心,醫院評鑑優等（醫學中心）,醫師及醫事人員類教學醫院評鑑合格（醫學中心）,112,112,113/1/1-118/12/31,113/1/1-118/12/31,03-5326151,新竹市北區金華里經國路一段442巷25號
1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,新竹市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,112,112,113/1/1-118/12/31,113/1/1-118/12/31,03-6119595,新竹市東區光復里光復路二段690號
1112010537,新竹市立馬偕兒童醫院(委託台灣基督長老教會馬偕醫療財團法人興建經營),新竹市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,112,112,113/1/1-118/12/31,113/1/1-118/12/31,03-6119595,新竹市東區光復里光復路二段690號
1512011185,南門綜合醫院,新竹市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,03-5261122,新竹市東區成功里林森路20號
1112010528,國泰醫療財團法人新竹國泰綜合醫院,新竹市,地區醫院,醫院評鑑合格（地區醫院）,醫師及醫事人員類教學醫院評鑑合格,113,112,114/1/1-119/12/31,113/1/1-118/12/31,03-5278999,新竹市東區福德里中華路二段678號及678號-1
0512040014,國軍桃園總醫院新竹分院附設民眾診療服務處,新竹市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,03-5348181,新竹市北區武陵路3號
1512040051,新中興醫院,新竹市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,03-5213163,新竹市北區興南街43號
1412040022,財團法人台灣省私立桃園仁愛之家附設新竹新生醫院,新竹市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,03-5222637,新竹市北區興南里西門街120號
0433050018,國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院,新竹縣,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,113,113,114/1/1-119/12/31,114/1/1-119/12/31,03-6677600,新竹縣竹北市生醫路一段2號
0933050018,東元醫療社團法人東元綜合醫院,新竹縣,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,112,108,113/1/1-118/12/31,109/1/1-115/12/31,03-5527000,新竹縣竹北市縣政二路69號(竹北市光明九路9-1號牙科.精神科門診部)
1333050017,中國醫藥大學新竹附設醫院,新竹縣,地區醫院,醫院評鑑合格（地區醫院）,醫師及醫事人員類教學醫院評鑑合格,108,108,109/1/1-115/12/31,109/1/1-115/12/31,03-5580558,新竹縣竹北市興隆路一段199號
0433050018,國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院竹東院區,新竹縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,03-6677600,新竹縣竹東鎮至善路52號
1533051063,大安醫院,新竹縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,03-5557188,新竹縣竹北市博愛街318巷6號
1133060019,天主教仁慈醫療財團法人仁慈醫院,新竹縣,地區醫院,醫院評鑑合格（地區醫院）,醫事人員類（非醫師）教學醫院評鑑合格,114,113,115/1/1-120/12/31,114/1/1-119/12/31,03-5993500,新竹縣湖口鄉忠孝路29號
1533030028,林醫院,新竹縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,03-5962316,新竹縣竹東鎮東林路76號
1533030046,竹信醫院,新竹縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,03-5962998,新竹縣竹東鎮仁愛路196號
0933050036,竹北新仁醫療社團法人新仁醫院,新竹縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,03-5552039,新竹縣竹北市博愛街331號
0633030010,臺北榮民總醫院新竹分院,新竹縣,地區醫院,醫院評鑑合格（地區醫院）,醫事人員類（非醫師）教學醫院評鑑合格,112,108,113/1/1-118/12/31,109/1/1-115/12/31,03-5962134,新竹縣竹東鎮中豐路一段81號
1132070011,長庚醫療財團法人林口長庚紀念醫院,桃園市,醫學中心,醫院評鑑優等（醫學中心）,醫師及醫事人員類教學醫院評鑑合格（醫學中心）,112,112,113/1/1-118/12/31,113/1/1-118/12/31,02-27135211、；03-3281200,臺北市松山區敦化北路199號、197號、臺北市 松山區敦化北路199巷6號、桃園市龜山區公西 里復興街5號、5之7號、文化一路15號
0532090029,國軍桃園總醫院附設民眾診療服務處,桃園市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,112,112,113/1/1-118/12/31,113/1/1-118/12/31,03-479-9595,桃園市龍潭區中興路168號
0932020025,天成醫療社團法人天晟醫院,桃園市,區域醫院,醫院評鑑合格（區域醫院）,醫事人員類（非醫師）教學醫院評鑑合格,113,113,114/1/1-119/12/31,114/1/1-119/12/31,03-4629292,桃園市中壢區延平路155號
1532011154,敏盛綜合醫院,桃園市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,112,112,113/1/1-118/12/31,113/1/1-118/12/31,03-3179599,桃園市桃園區經國路168號、三民路三段106號
1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,桃園市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,112,108,113/1/1-118/12/31,109/1/1-115/12/31,03-3613141,桃園市桃園區建新街123號
1532100049,聯新國際醫院,桃園市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,114,114,115/1/1-120/12/31,115/1/1-120/12/31,03-4941234,桃園市平鎮區廣泰路77號、桃園市平鎮區延平路二段430巷115號
0632010014,臺北榮民總醫院桃園分院,桃園市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,112,112,113/1/1-118/12/31,113/1/1-118/12/31,03-3384889,桃園市桃園區成功路三段100號
0132010014,衛生福利部桃園醫院,桃園市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,112,112,113/1/1-118/12/31,113/1/1-118/12/31,03-3699721,桃園市桃園區中山路1492號
1132071036,長庚醫療財團法人桃園長庚紀念醫院及其長青院區,桃園市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,114,113,115/1/1-115/12/31,114/1/1-119/12/31,03-3196200,桃園市龜山區舊路里頂湖路123、123-1號、桃園市龜山區舊路里東舊路坑26之8號
1532021338,中壢長榮醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,03-4631230,桃園市中壢區環中東路150號
1532021392,中美醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,03-4266222,桃園市中壢區中美路95號1-3樓(含1樓夾層)
1532061065,大園敏盛醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,03-3867521,桃園市大園區華中街2號
1532070019,大明醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,03-3202792,桃園市龜山區萬壽路二段964號、966號
1532040039,天成醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,醫事人員類（非醫師）教學醫院評鑑合格,112,112,113/1/1-118/12/31,113/1/1-118/12/31,03- 4782350,桃園市楊梅區中山北路一段356號
1532021418,天祥醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,03-4951866,桃園市中壢區志廣路119號及正光街229號地下4樓至7樓
1532101108,宋俊宏婦幼醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,03-4020999,桃園市平鎮區民族路199號
0932020016,宏其醫療社團法人宏其婦幼醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,03-4618888,桃園市中壢區元化路223號
1532011163,德仁醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,03-3617985,桃園市桃園區桃鶯路245號
1532040066,怡仁綜合醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,醫師及醫事人員類教學醫院評鑑合格,113,112,114/1/1-119/12/31,113/1/1-118/12/31,03-4855566,桃園市楊梅區楊新北路321巷30號
1532010013,振生醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,03-3356156,桃園市桃園區三民路二段288號
0932020034,新國民醫療社團法人新國民醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,03-4225180,桃園市中壢區復興路152號
1532100012,新永和醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,03-4220606,桃園市平鎮區延平路一段81號
1532011172,桃園秉坤婦幼醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,03-3709191,桃園市桃園區慈文路957號及959號（不含７樓至９樓）
1532020215,祐民醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,03-4915656,桃園中壢區民族路二段180號
1532101117,秉坤婦幼醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,03-4025866,桃園市平鎮區延平路二段129號
1532010120,聯新國際醫院桃新分院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,03-3325678,桃園市桃園區復興路195號、桃園市桃園區南海街7號
1532021365,華揚醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,03-4577200,桃園市中壢區中北路二段316號
0132110519,衛生福利部桃園醫院新屋分院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,03-4971989,桃園市桃園市新屋區新屋里14鄰新福二路六號
1532021374,長慎醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,03-4569779,桃園市中壢區中山東路二段525號1-2樓
1532101091,陽明醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,03-4929929,桃園市平鎮區延平路二段56號
1532091081,龍潭敏盛醫院,桃園市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,03-4794151,桃園市龍潭區中豐路168號
0544010031,三軍總醫院澎湖分院附設民眾診療服務處,澎湖縣,地區醫院,醫院評鑑合格（地區醫院）,醫師及醫事人員類教學醫院評鑑合格,112,112,113/1/1-118/12/31,113/1/1-118/12/31,06-9211116,澎湖縣馬公市前寮里90號1-5樓
1144010016,天主教靈醫會醫療財團法人惠民醫院,澎湖縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,06-9272318,澎湖縣馬公市樹德路14號
0144010015,衛生福利部澎湖醫院及其安宅院區,澎湖縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,06-9261151,澎湖縣馬公市中正路10號、澎湖縣馬公市安宅里91-2號
1303260014,中國醫藥大學兒童醫院,臺中市,醫學中心,兒童醫院評鑑合格（醫學中心）,兒童教學醫院評鑑合格（醫學中心）,113,113,114/1/1-119/12/31,114/1/1-119/12/31,04-22052121,臺中市北區學士路95號(1樓至7樓)、學士路2號(1樓部分空間)、育德路1號(8樓部分空間)
1317050017,中國醫藥大學附設醫院,臺中市,醫學中心,醫院評鑑優等（醫學中心）,醫師及醫事人員類教學醫院評鑑合格（醫學中心）,113,113,114/1/1-119/12/31,114/1/1-119/12/31,04-22052121,臺中市北區育德路2號
1317040011,中山醫學大學附設醫院,臺中市,醫學中心,醫院評鑑優等（醫學中心）,醫師及醫事人員類教學醫院評鑑合格（醫學中心）,113,113,114/1/1-119/12/31,114/1/1-119/12/31,04-24739595,臺中市南區建國北路一段110號
0617060018,臺中榮民總醫院,臺中市,醫學中心,醫院評鑑優等（醫學中心）,醫師及醫事人員類教學醫院評鑑合格（醫學中心）,113,113,114/1/1-119/12/31,114/1/1-119/12/31,04-23592525,臺中市西屯區臺灣大道四段1650號
1303180011,亞洲大學附屬醫院,臺中市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,112,113,113/1/1-118/12/31,114/1/1-119/12/31,04-37061668,臺中市霧峰區福新路222號
1136200015,仁愛醫療財團法人大里仁愛醫院,臺中市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,108,113,109/1/1-115/12/31,114/1/1-119/12/31,04-24819900,臺中市大里區東榮路483號
1136090519,佛教慈濟醫療財團法人台中慈濟醫院,臺中市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,113,113,114/1/1-119/12/31,114/1/1-119/12/31,04-36060666,臺中市潭子區豐興路一段66號、88號
0936050029,光田醫療社團法人光田綜合醫院及其大甲院區,臺中市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,114,114,115/1/1-120/12/31,115/1/1-120/12/31,04-26625111,臺中市沙鹿區向上路七段127號及125號、沙田路117號（含大同街5-2號）、臺中市大甲區經國路321號
0536190011,國軍臺中總醫院附設民眾診療服務處,臺中市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,112,112,113/1/1-118/12/31,113/1/1-118/12/31,04-23934191,臺中市太平區中山路二段348號
0936030018,李綜合醫療社團法人大甲李綜合醫院,臺中市,區域醫院,醫院評鑑合格（區域醫院）,醫事人員類（非醫師）教學醫院評鑑合格,108,113,109/1/1-115/12/31,114/1/1-119/12/31,04-26862288,臺中市大甲區八德街2號
0917070029,林新醫療社團法人林新醫院,臺中市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,108,108,109/1/1-115/12/31,109/1/1-115/12/31,04-22586688,臺中市南屯區惠中路三段36號
1517011112,澄清綜合醫院,臺中市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,114,112,115/1/1-120/12/31,113/1/1-118/12/31,04-24632000,臺中市中區平等街139號
1517061032,澄清綜合醫院中港分院,臺中市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,114,114,115/1/1-120/12/31,115/1/1-120/12/31,04-24632000,臺中市西屯區臺灣大道4段966號
0936060016,童綜合醫療社團法人童綜合醫院及其沙鹿院區,臺中市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,113,113,114/1/1-119/12/31,114/1/1-119/12/31,04-26581919,臺中市梧棲區臺灣大道八段699號、臺中市沙鹿區成功西街8號
0117030010,衛生福利部臺中醫院,臺中市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,112,108,113/1/1-118/12/31,109/1/1-115/12/31,04-22294411,臺中市西區廣民里三民路1段199號
0136010010,衛生福利部豐原醫院,臺中市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,112,108,113/1/1-118/12/31,109/1/1-115/12/31,04-25271180,臺中市豐原區安康路100號
1317020519,中國醫藥大學附設醫院台中東區分院,臺中市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,04-22121058,臺中市東區自由路三段296號
1317040039,中山醫學大學附設醫院中興分院,臺中市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,04-22621652,臺中市南區復興路2段11號
1117010019,仁愛醫療財團法人台中仁愛醫院,臺中市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,04-22255450,臺中市中區柳川東路三段36號
1517051107,勝美醫院,臺中市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,04-22013333,臺中市北區五權路480、482號
1517081141,博愛外科醫院,臺中市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,04-22954722,臺中市北屯區文心路三段431號
1517020040,台新醫院,臺中市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,04-22139966,臺中市東區振興路439之2號、439之3號及441號
1503290043,君銓骨科醫院,臺中市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,04-22558068,台中市北屯區太順五街35號
0517050010,國軍臺中總醫院中清分院附設民眾診療服務處,臺中市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,04-22037320,臺中市北區忠明路500號
1517040015,宏恩醫院,臺中市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,04-22623123,臺中市南區復興路二段38-13號、南平路31-2號1、2、3樓
1503290034,定國骨科醫院,臺中市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-115/12/31,-,04-24263555,臺中市北屯區經貿三路二段125號
